3632,4669,4072,4523,9
1553,8077,1144,7942,9
1748,2643,8521,9712,8
9994,3896,1740,5149,9
8184,2508,8752,9101,7
8697,4651,6767,5461,4
9006,5862,3488,8811,0
9015,5203,7865,5842,6
1796,6846,9381,7777,8
1414,3893,1533,1971,5
4910,4428,7899,1511,7
5139,9868,1586,7252,4
8154,8121,7379,7507,8
8599,4371,9661,8566,3
4566,2918,6908,8096,1
1576,6415,2380,8135,6
1986,7276,3209,7219,0
6563,7413,8324,4727,1
2775,3520,1411,3365,3
9246,4970,8304,5154,1
2311,4752,1604,1514,8
2925,2598,8803,8093,7
9699,3595,8423,2847,7
5569,7171,1155,3766,8
9535,5284,1156,4747,1
4690,2856,8143,3468,3
3964,5523,7059,9549,8
4175,2765,5935,3988,7
8236,4855,9972,5852,5
5319,3520,9363,6493,5
4765,8731,6846,8917,6
1380,2491,8327,6370,3
3139,7777,8928,1082,2
1688,4719,5751,8888,3
1490,3650,6249,1876,3
4114,3689,6032,9558,9
7254,8884,8988,3735,9
9350,1506,7399,9401,4
9374,8739,2190,2746,1
8184,7211,8254,4427,5
6568,6488,9684,7270,4
7835,6869,1561,2205,4
8463,3226,6978,7414,9
8321,5422,5312,3873,6
8105,9082,6788,5489,2
3690,6197,6465,5687,1
6226,8472,1134,4508,7
9016,8201,8337,2690,8
7496,6489,1367,9269,2
1873,9924,5045,2007,7
1393,2362,4517,3539,0
9825,6664,1630,7008,8
7806,9037,7592,7591,7
4867,5649,3615,3934,4
6613,6851,1413,1791,3
3508,2600,9256,2319,9
4493,3633,4519,4612,9
5800,8648,5726,2854,4
2753,9414,9749,8472,9
7893,5741,7228,2621,6
9812,5297,4580,9274,8
5689,6819,2173,9742,6
1730,6661,1601,3841,3
5987,9919,7447,3625,4
5648,8073,7791,6993,2
2876,7911,9816,7392,3
3387,4020,7066,6517,7
3585,2160,5710,9872,3
5254,9291,3552,5964,7
7344,3232,1614,5791,1
4033,1454,6135,2112,5
7164,8971,3407,9296,7
5259,3018,1321,3586,8
6837,8749,4736,4703,1
3881,1154,5782,2372,7
6489,7160,7918,2439,9
4597,7614,5840,2908,2
1119,1933,3999,5351,9
2547,4353,8550,5691,0
7100,3812,9182,4113,3
3901,4598,7679,3352,9
4815,3251,2508,8093,3
3839,3613,5546,1526,7
6946,7521,2689,2263,8
5000,4858,4034,6897,8
7052,1764,9848,5759,7
5429,2449,2645,5639,1
2261,5181,8110,6049,1
2587,4175,8339,4079,9
4466,9319,5676,4954,5
4850,2085,8911,5032,8
6251,7428,9364,2905,6
5901,5587,5227,8748,7
1287,8544,2448,3207,8
4541,9980,4568,9411,9
9548,4391,5884,8583,2
4582,3018,7008,4368,9
6949,4386,4845,7033,3
7393,7089,9995,3805,2
7958,9354,5946,1607,7
7396,9215,4787,6002,1
5471,1747,9578,7914,8
1550,1119,9849,2103,7
1678,3452,1065,8040,3
6540,3611,5916,7230,1
2737,2373,1244,4062,1
9581,3315,8282,1542,0
9842,2717,4000,3019,7
7028,6737,7918,1567,4
2597,5160,9853,7329,0
4509,8735,8317,4277,2
8991,5083,6075,6499,9
2957,8819,8611,4926,9
4749,5042,9134,7470,3
3247,4109,3374,9693,3
3718,6169,5546,4670,9
5571,7521,9512,1303,8
5527,9802,9079,2737,1
1118,6924,7302,7253,4
1859,5645,6840,9419,4
8887,5900,1844,2941,2
5396,6449,5511,6599,1
2114,5511,1884,4412,9
4511,6723,9054,9737,9
9066,1926,8762,1027,1
2536,6119,6770,2754,4
4369,8929,4927,8787,6
9371,6715,2817,4468,1
7911,8621,7171,5639,9
1089,5488,2109,4891,6
1414,9347,3982,1934,9
9107,7310,8583,5584,5
6521,5286,1015,5554,2
6980,5877,3213,7757,0
1962,9875,4054,2104,2
5834,3299,5850,7115,6
1160,1706,1982,5223,7
6987,2229,4880,6348,4
3297,5538,3142,9207,6
6016,6831,5796,3943,9
7973,4706,2607,1237,2
3405,6037,1902,2163,2
2334,4600,8741,5158,9
4850,4541,9907,5319,9
5768,6123,1265,5996,9
3887,9439,1803,2372,9
1985,5852,1701,1885,4
6879,1497,6337,7992,5
3945,1955,5585,7110,3
2879,6173,1797,6535,0
8033,7925,9050,9284,4
5200,7032,5070,5101,0
2083,9969,3076,6475,4
1097,8220,1465,7584,4
3845,6076,8843,4927,2
6351,3844,2326,1679,8
4643,1024,8696,4998,7
6431,8357,7081,8997,1
7641,3878,1469,1890,1
7855,1359,7605,6440,5
6498,1754,9131,8724,4
4096,9132,6044,6687,3
2477,5095,9289,4370,3
3823,6717,5744,4698,8
5507,1026,3861,8883,4
2973,6643,5779,7016,3
4713,2114,6832,4501,8
4663,8285,5612,5492,7
7124,4282,1466,4995,7
4378,4341,6010,6422,5
7059,3014,4402,6086,7
5179,5046,6967,7691,8
5247,4792,8990,4475,3
4223,6425,2435,6593,2
5356,9547,5949,9304,9
5961,7759,9771,5539,2
6714,9811,8686,2256,0
4438,6335,2037,5776,8
7858,1239,6189,9395,8
7191,8765,8590,5435,6
7267,7458,5071,2762,8
3278,1100,6002,4338,5
3882,8111,8095,7758,3
7753,5772,5487,2730,6
7032,5113,2173,7412,0
9640,1800,3623,7364,3
6851,6604,7791,1054,3
1255,5122,8522,5240,6
7763,7258,7253,2637,6
6761,8375,7674,5726,5
1613,9822,5838,3331,5
6890,6050,2204,3354,2
4325,1598,2465,1957,5
9295,7993,8392,6175,0
3155,9243,9804,7593,8
7445,2479,1496,9281,5
8297,8986,8063,5289,0
2294,8579,3861,2502,7
4700,6169,5937,9635,4
2194,1881,7361,4913,5
9273,5639,7017,5814,3
3462,8532,5666,2475,0
9104,5947,5523,9666,0
3104,4154,1687,2881,5
4748,8058,3440,8502,3
5924,3886,9712,9224,4
3251,7539,7437,2507,8
8120,4778,7923,5309,0
3312,6682,1706,6951,5
6196,6332,1779,3574,5
3131,7309,6044,6008,9
4882,7614,6909,9697,3
2018,9021,9748,4869,6
3499,7576,6420,7962,0
4750,1635,9052,2639,3
2178,9245,9650,8536,7
7665,5572,8030,9948,3
9997,2770,1289,5441,9
6865,4297,6457,6605,8
3200,4726,5536,6629,6
3023,3389,9356,4967,4
7145,6584,9756,4576,0
3621,7380,2069,8503,3
1424,7110,5499,4016,2
5266,5166,9364,4456,1
7309,8347,4827,4234,4
3116,1281,8719,5496,2
2486,8722,6452,6448,8
1998,2489,4205,5321,3
4315,4270,2942,6383,2
7621,5720,2960,6300,8
3672,5776,7184,6182,6
8093,8730,9626,8762,2
9566,9261,4975,2634,1
6124,8063,3825,5396,8
4961,5712,5250,9393,4
9536,4816,3372,1779,1
9429,4024,5995,1604,3
8426,2602,6442,8942,4
8133,4151,1543,5405,1
1517,9000,7607,4241,7
3568,1600,1139,2759,6
5856,1854,6480,4549,3
2814,1320,4672,3375,5
4694,7676,5530,3963,1
8828,6721,4426,1703,2
2545,8517,9088,6156,4
3099,7881,5345,7778,1
2658,5933,9707,1915,1
5619,2210,8851,9586,5
6226,6977,8589,3619,4
4516,5722,1235,7623,7
8299,3645,9890,2860,2
3394,1835,1724,5595,7
4576,6987,1673,6394,3
6995,9474,4088,3779,4
6828,5850,1071,1036,9
8091,6293,7351,5133,5
5952,4283,2620,9851,4
1847,5525,4097,3330,5
4383,9692,7832,5901,7
7483,5157,3841,4802,2
8064,3036,6254,4076,1
3029,3888,2046,1818,7
9310,5942,3040,3679,4
2733,7724,3543,8073,6
3316,9774,1665,3576,4
8221,8639,8461,1113,0
8895,4220,8808,5816,0
3601,9077,3271,2046,6
5564,9877,4395,3701,0
6301,6442,5120,7685,0
7541,6620,3733,2361,5
7584,7476,7731,7621,8
4822,5367,9541,4121,7
8306,9993,4039,4299,6
6686,6736,3685,2999,3
7102,2080,4374,1881,9
2745,2636,8449,5099,5
8879,4548,4991,6380,6
1406,6825,5237,4603,1
1985,5242,2939,6786,2
5059,9079,9597,5909,7
4705,7728,9322,6132,6
9252,3673,7147,1043,6
3300,1487,3148,3889,2
5531,8801,2245,4142,8
1797,4776,8782,7606,2
7887,1446,1009,3984,4
1935,5435,1974,8874,2
5129,6012,9916,3305,3
8621,9547,7410,6086,6
7945,9389,7990,8461,6
5578,7555,6881,8857,9
6152,3998,2249,3422,4
5238,5419,1133,1100,5
3042,8821,8488,4521,9
9942,7358,9154,4567,3
5303,6630,2961,5554,6
4875,3758,6058,7632,9
8246,6622,5116,3877,5
1489,5220,6083,1367,3
6628,9109,5652,5733,0
8288,1832,1299,7546,1
4525,9151,3046,9169,8
6405,7711,8010,4270,9
1798,3487,7852,6087,7
8362,4877,3168,5650,7
4369,4780,2433,6075,6
6379,8795,4064,1550,4
3065,9282,4754,5246,8
2054,1472,4157,5101,0
3505,3179,8639,4282,7
5626,7772,5744,9294,2
4933,7845,5021,3162,0
4378,6184,9969,6731,5
8471,4366,9742,4281,4
4191,2188,6803,2488,5
4669,2351,1065,6433,0
1363,4524,1844,5231,0
5860,2579,4548,4785,4
6091,3203,3911,3002,8
9636,1073,5427,8089,3
5697,4886,1544,8674,4
3179,1163,8021,2094,1
1810,1981,7566,3778,0
6680,2509,1917,5888,4
2436,1409,4240,6148,8
2384,3288,3155,3355,5
5150,1866,6473,4838,4
1400,1431,9133,8576,2
2654,9501,3565,8450,1
8208,6774,9320,2958,4
8950,9684,7144,2096,7
1349,1324,6406,6669,6
1086,3774,1937,9515,3
8494,8181,3681,3407,3
1475,6009,6486,2166,2
5882,6526,1945,4648,9
4338,4352,8194,9690,6
7093,4379,9891,8178,5
2144,2178,2034,5180,5
2542,7676,3639,1841,8
8982,5564,4466,9765,0
3296,4428,4681,4791,7
2408,3144,5158,7222,5
1279,3989,9013,9455,5
2052,1162,7054,2946,5
4655,3964,4369,2657,9
7696,1499,7058,4067,6
8559,1324,5764,6808,3
2819,8279,3200,9786,6
9360,1441,6924,3187,9
2969,2070,5322,2955,0
7495,9556,1620,6969,0
8987,7906,1135,8749,6
7707,3706,3286,9421,3
2391,2756,2050,9379,1
8179,2059,3663,8538,5
9686,4621,3735,4193,7
5820,4243,8952,6451,7
4821,7836,7004,1909,5
4135,9492,6990,3801,0
3634,7570,3055,4038,9
4755,1228,6246,2874,3
6326,4340,4765,8701,0
9642,9459,1991,4332,7
1879,2081,6152,4531,5
6838,3549,4145,2723,5
9622,2639,8177,1227,0
7657,6624,7596,8039,1
3550,5244,7250,3431,0
5082,9576,7799,4680,1
3518,2250,2216,6582,2
8405,4863,5595,6310,8
2852,7957,2895,6117,5
1451,1260,8664,5599,2
1171,9222,9506,7491,9
9208,3615,9478,7393,4
4909,2148,4671,8876,3
3035,1079,9927,1339,2
5115,8889,3225,8640,2
2315,5056,1574,6616,3
2377,4954,9544,4395,3
5882,2214,2622,6037,3
1077,8363,4959,8749,0
2432,6610,7539,3685,3
4608,3040,3276,4439,5
3548,4569,2852,8568,9
2682,4549,7129,4372,7
3834,8765,1009,9242,4
3711,4189,6591,3813,3
2114,6750,9501,2629,3
6343,1083,7687,9820,9
5831,9946,4820,1989,4
6933,8803,5752,7826,6
6994,5068,1955,4975,1
5555,5926,1535,3925,3
7630,4329,2644,9853,7
4688,8966,7754,5052,5
6668,8008,7572,6391,8
5324,4760,8407,4518,5
3861,7013,1951,8397,7
2782,7769,9859,9857,0
6905,3702,5391,8068,3
2929,4736,8569,4244,4
2773,7084,1478,4900,7
6182,1836,8746,5451,5
2586,9270,9840,9275,6
7019,6063,6997,1186,1
2022,2859,2948,1703,4
4101,6178,3578,6144,5
6147,8496,8250,8486,6
5171,8461,1554,4451,8
3943,1004,9087,5657,8
7533,4702,4646,4843,5
3460,1110,6063,4985,9
7811,6463,5500,9867,7
6245,9222,1218,9558,0
4720,3166,4480,3550,4
5247,5179,9629,6309,4
8781,4971,8377,6264,5
3701,7980,1297,6480,0
6205,6182,9550,2373,6
2050,2656,5519,3621,0
1036,4955,4642,5315,7
3912,5037,6708,9054,4
8712,6011,6885,2707,8
8862,2103,5521,5728,2
5519,5202,1619,5693,1
7779,2578,2921,2425,5
2225,4133,8476,7374,6
1268,4122,5980,1310,3
6353,7114,6467,1546,0
9435,9156,5698,7777,7
1011,3190,5940,1835,9
1629,4023,3468,9983,1
3613,7986,3752,6922,8
5115,8402,1428,6849,0
5592,2602,3027,5246,2
5634,4883,2328,9492,7
1435,1932,3893,4720,6
7131,4851,1617,4595,0
4810,5019,9701,3184,5
5326,8183,3695,7604,7
4439,3218,2963,6227,0
3623,1344,6189,6971,0
8744,3287,8416,5938,3
7972,1106,3652,5373,3
5039,1342,1300,4594,5
9099,7807,3335,4900,9
3585,4244,1653,8668,3
8354,9724,7606,8096,0
2990,5102,3084,1206,8
1269,5955,8148,1820,8
3461,7286,2258,9221,6
8623,3702,8235,4976,8
3952,6744,4462,9497,5
5173,5737,8310,7473,9
9512,7951,9516,1569,4
8852,1690,6925,3837,8
6069,4902,9503,4942,6
5011,1365,7926,9189,4
3089,8103,3538,2882,6
2405,1009,1946,7409,2
9637,9498,5855,2178,2
9634,2119,9016,1311,7
8791,5083,6656,4297,6
3939,6860,4274,1096,0
7654,4933,7013,6596,8
3641,9622,5783,6453,0
6340,2916,8528,5035,1
4755,9491,7491,6440,2
7212,2411,5613,2133,3
4351,2942,8748,9531,5
1390,1738,9805,3254,2
8932,3897,3472,6623,0
1410,8691,9059,7670,0
2596,4077,5297,2794,6
8434,2960,9292,4274,7
5740,7228,8423,9916,0
4782,9759,8577,5703,6
7247,6249,4424,5962,6
5842,2339,9904,4031,5
4079,2814,5429,5914,2
8140,3343,2962,7221,1
8706,9862,9979,1271,2
5932,4989,6554,1071,4
2401,8751,6675,5161,0
6510,5456,7158,7423,5
1244,1757,6611,3769,8
5720,7212,6518,8489,8
2790,8987,7508,5695,1
3315,9144,4403,7048,7
3179,9625,3454,5908,4
2993,4614,4455,6046,9
6388,7908,8465,1338,7
1282,7347,2276,8790,4
3449,7690,7906,3722,1
7159,9427,1458,5820,9
4553,9215,7680,7667,3
9015,8725,1830,3721,4
4691,3902,6291,2869,3
1364,9568,1903,7172,8
3147,3073,5167,7491,7
8524,7321,8981,8318,2
7274,7310,1087,9250,0
1618,3515,7700,9181,6
8941,7795,6023,2720,1
9602,6309,9919,9993,5
3310,6963,2451,7821,9
8590,1064,7429,5352,1
8397,5845,2277,6618,7
3763,3789,6292,7700,0
3706,1659,4818,6857,2
8141,6097,9979,9830,2
9665,5052,8345,2281,8
4858,7103,8774,2042,6
2464,3061,1011,5503,3
4974,9633,3263,7422,9
3456,8924,4210,3922,4
4887,4297,5344,3341,9
1685,1211,5706,4529,2
8715,2354,1965,1558,8
5874,3186,3144,2674,3
6879,8175,6599,3197,6
3287,5680,5527,6089,5
7549,1167,5641,4335,6
3514,9129,5465,6628,2
2303,8216,9442,1439,8
5044,4475,3344,9116,0
5114,8809,3612,2392,3
3357,4797,2746,7862,4
2136,5019,7502,7448,2
6803,2620,7384,2885,1
6753,9946,7769,8149,3
6184,2428,9069,5474,3
1499,6336,4622,2222,4
6514,4085,5993,6228,0
3322,1618,2255,8327,1
9170,3474,2695,4204,7
6122,1387,7657,4100,4
3958,2312,4071,3057,1
9145,4076,7726,9756,7
1345,8752,4232,1344,4
2022,4321,9226,1166,2
7938,7325,8829,8190,8
6760,2694,6633,4902,9
9887,7938,1963,9559,0
7659,8545,5320,4319,8
6366,5600,3950,9390,8
8871,2383,3052,1786,3
7240,2908,2298,3745,7
6193,4411,5333,4163,5
4430,3275,5584,1585,0
8076,8516,6106,6320,9
5020,1390,3390,1823,2
8276,2082,9869,5512,5
6421,6664,4106,1712,5
1238,4260,2536,6428,2
1313,4664,7286,2331,1
9341,3602,7106,1826,7
4266,9889,7553,6492,9
2154,1633,8602,9941,3
2211,7693,6397,6152,7
6868,1033,6528,2211,4
2440,6911,9624,9509,5
3297,4029,7575,6238,9
4299,4125,3307,7781,7
8626,2894,1180,7509,4
7740,9157,2517,5830,1
5749,7274,1642,7853,3
7383,8023,4650,6817,7
5136,6955,6580,5637,2
8127,8693,8164,2311,0
9337,9143,3766,1746,5
6934,2743,6415,8318,0
1011,4950,7145,4663,3
4461,5111,2289,6812,0
1125,3871,2746,1517,2
6111,8512,7473,7427,6
4522,4642,9974,9084,1
7966,2205,7313,8087,0
2132,6941,4166,8948,9
1528,8584,7778,7230,2
6309,4117,3721,4850,9
3781,5391,1617,2676,2
9042,1146,7082,9149,6
9772,8960,5507,2512,4
9206,5086,9048,1085,5
3376,1746,1561,9221,9
6911,2032,6081,2295,4
1277,3137,4967,8804,5
8921,3799,4513,7766,0
8781,4963,4568,3120,0
9156,9193,7303,5653,8
4013,6015,4662,4406,5
7539,8047,4006,5162,1
4984,6523,5803,2972,8
7170,6829,6044,9326,4
8340,9533,8247,2450,7
1865,7877,7510,6669,6
1598,3677,6025,3951,9
6684,5881,3478,3880,5
3711,4030,6862,6259,4
3326,4555,9485,9852,4
3736,6219,1626,5530,9
7023,4959,8995,5285,5
1601,9233,8160,9143,3
8267,5884,8603,3458,1
6326,9378,6019,4648,8
4062,3178,8704,9181,0
7802,6084,3459,9647,9
4164,8507,9857,9421,6
8285,5185,6822,5019,6
1599,9597,6386,4240,2
2552,2300,8041,2627,6
4526,5873,2912,5426,6
5153,7120,9750,7753,9
2926,5903,3127,1620,5
1904,1641,4501,5986,8
9179,1374,7425,7978,7
4983,8044,9246,1042,3
6198,7243,2441,2007,5
1117,1199,8772,7682,0
6159,9788,3861,5056,1
5954,2226,4902,9949,1
9103,8068,1569,7092,0
5624,8252,8483,9874,5
7310,3166,4082,3257,2
3960,1491,2058,8317,1
5242,2831,7717,2642,1
4204,3059,4602,6833,4
5485,4807,9141,3385,1
4084,2143,2971,7375,5
3525,6490,1476,5473,3
2111,7616,1397,3553,1
3187,6967,4369,7466,7
3447,1527,9139,6515,0
2630,1395,2770,9661,8
7612,5806,3582,2662,5
8817,2851,8751,9400,7
3269,6338,7628,5831,7
2044,4000,1791,9574,3
6716,5694,1035,1899,5
3300,1741,7370,5752,4
4024,4519,8370,9672,2
1173,6387,4516,8064,9
8621,2199,1101,1998,0
4488,5830,8278,6911,4
1309,1572,8114,8863,3
6847,4819,1807,7713,9
3252,2280,9252,2593,0
1555,1943,2223,3310,4
7776,1209,9074,5752,8
2339,3484,1594,9743,8
5969,1309,6877,9605,6
6587,7861,1388,2431,0
3621,8639,9223,8950,5
5037,3466,1449,6035,4
1920,1765,9664,9714,3
7351,4225,8597,8774,1
6876,2496,7447,2443,1
9442,9948,8045,3540,0
1902,8715,3732,8533,6
1878,2554,2767,3733,9
4620,2447,6098,5421,6
7953,7315,7103,9631,0
7283,4905,9337,2329,6
8931,4662,6694,1834,8
7958,1205,9697,1177,8
1747,2076,6668,5364,6
8767,7259,5297,5565,2
6465,7953,3475,5597,2
5611,8591,1510,7112,3
5973,4855,5118,7879,3
6714,7021,3025,1659,9
5287,9057,8099,7939,0
4658,2845,2400,7325,1
9698,1265,5994,3790,8
4705,3433,9854,9684,4
7792,2678,2613,5306,5
9261,5355,4459,6868,5
5098,9284,5325,4227,6
8089,8432,7992,3854,6
3099,2630,2774,2381,9
1007,9884,5538,7840,5
1855,7608,9420,1698,7
4985,4053,6570,9444,5
1142,7191,4584,9628,8
7255,9277,3068,9258,6
2632,8371,9933,6495,4
7192,4926,5188,5427,5
9287,8700,4885,6804,8
4170,1577,3643,7378,5
4540,6574,2819,4276,1
8159,4633,8325,2509,1
5208,1545,5914,8130,5
8715,3859,9999,7338,6
5614,5808,4570,7225,7
2255,1982,4885,7342,8
8020,6793,8799,2838,9
1726,1482,2369,3725,4
1248,1260,7496,5533,4
7846,8233,4104,4401,3
8906,5994,6432,4656,0
2992,7782,1587,2787,6
7284,9790,5462,6180,8
5294,6365,2758,6739,2
9948,4567,4918,7292,1
2546,2534,3211,3223,2
8060,7692,6048,1190,0
2691,3848,3124,9026,3
5402,2437,5217,5082,2
4948,5385,5196,5704,6
2517,8932,2634,9156,9
2774,4258,7419,8609,0
9631,4013,7187,7432,9
7021,3008,1217,6238,7
9395,3203,7293,8075,0
7758,5967,8139,7747,1
7582,2903,4679,4025,6
7215,6807,9830,9342,8
9949,6338,7132,3603,6
9088,6093,7075,6158,6
5992,9981,9333,5629,8
6697,8541,6161,3999,6
4212,7898,4997,4366,8
5258,8520,7196,8864,4
7684,7989,5608,1535,2
2158,2952,8822,3148,0
8701,1188,1724,3852,6
5583,1042,1296,9010,4
1871,6383,7409,1406,2
8841,7647,4508,6500,2
2196,3629,7434,1695,4
6978,6841,5229,9420,0
6839,8479,7816,9005,6
6436,8876,4520,7737,1
3093,1497,4783,6456,1
3197,3032,5223,4238,5
1466,9718,2845,3119,5
2263,5286,5787,8739,1
9840,5360,7573,6379,2
2123,1963,1119,9994,9
9249,6405,9106,9535,9
8025,9534,1370,5979,4
7831,3308,8191,3093,0
3200,8146,5536,7262,7
7063,4616,9521,8246,9
8920,2451,4847,6764,5
5224,4800,7217,6420,4
5777,9799,1367,7662,5
7815,6139,4889,9954,4
2210,6708,4941,7924,7
3164,9417,9891,1384,3
2627,7497,2740,6102,9
4795,1541,6472,3712,7
6052,8638,3055,3930,6
8211,1356,3737,7474,8
4038,9337,1810,2141,9
8169,4414,7606,6686,0
3250,1481,6793,3895,3
1832,2316,3121,4291,8
4246,5768,3887,3353,0
7056,7859,5307,1710,9
3193,6087,3877,2266,3
8629,2822,1478,4858,0
2767,4352,6742,7416,9
1469,3043,4210,9131,6
3578,4690,2425,8233,0
6939,8415,8289,7432,4
3511,7959,5624,7525,7
6874,8203,1903,7996,9
9586,8916,5355,7815,8
1255,1013,8526,1939,7
5062,3899,4452,6234,7
1942,2559,2133,4945,8
8884,2210,6090,5158,2
3969,3740,7066,8338,0
9792,3396,6481,5711,7
8982,3522,2543,3530,7
6209,6683,5803,5583,7
3775,9567,8591,4904,2
1457,2675,7798,7431,2
1319,4982,5354,3915,7
9679,9690,4349,7217,8
8888,3261,4648,3723,9
1113,5508,5684,6645,5
2473,6857,7352,8323,9
1959,1365,4973,8673,9
1088,7778,8443,5210,8
9098,1198,2786,6460,3
2973,3350,3167,9830,6
2214,5646,6011,4944,7
1935,9844,3897,3330,0
5880,8365,6232,1842,0
8164,4557,3320,9985,9
5710,9710,8263,9503,1
4533,3399,9579,4627,4
4584,9753,9045,3251,1
6830,9943,6542,5577,5
8507,5423,2484,3065,4
1954,8569,4444,6889,2
6999,5906,1026,9963,5
1397,2469,4761,6685,7
9262,8867,4300,2833,1
5395,6353,7975,2670,1
4766,7767,9651,8220,2
6282,8427,6780,8892,6
9371,4463,7724,1932,8
1431,4886,1023,2957,7
9406,7048,3279,1928,2
7849,4858,5621,8292,1
4597,6963,9438,7980,1
2936,3252,1625,3067,2
1118,1683,2829,7484,1
5388,9224,5940,9966,3
3932,8368,4423,2657,3
5209,8477,4829,8085,9
8073,1684,5923,9822,2
4946,7010,5382,2387,6
3162,3965,1685,6214,2
6561,7976,5420,8629,6
5118,9832,9658,7877,3
4717,2780,4684,7207,6
5560,6055,8927,1018,2
8129,8348,9057,3968,0
